run,algo,seed,gamma,horizon,K,r_v,r_w,tau,p,normalize,mc_cost_mean,mc_cost_std,jstar_mean,jstar_std,optgap_reward_mean,optgap_cost_mean,regret_mean,eval_reward_mean,monitor_reward_smoothed,tb_Vtrue_count,tb_stage_cost_count
/home/aida-conv/conv_a_star/publ2025-code-converse/final/runs_Nudex_1/PPO_K1_rv1_rw1_p0.8_rho1.002_tau0.1_seed19_fixs0_20251112-160927,PPO,19,0.99,700,1,1,1,0.1,0.8,True,0.11281119406736843,0.036100187126896145,0.05918707227763445,0.0,-0.9060107169720137,0.9060107169720137,-0.0199791966520502,-1.4898488142669375,-0.39456925000002274,0,0
/home/aida-conv/conv_a_star/publ2025-code-converse/final/runs_Nudex_1/PPO_K1_rv1_rw1_p0.8_rho1.002_tau0.1_seed7_fixs0_20251110-184505,PPO,7,0.99,700,1,1,1,0.1,0.8,True,0.1067221491057282,0.03659638048528821,0.05967476931811477,0.0,-0.7883965086955402,0.7883965086955402,0.006439746130881949,-1.1379688902932685,-0.3595829500000227,0,0
/home/aida-conv/conv_a_star/publ2025-code-converse/final/runs_Nudex_1/PPO_K1_rv1_rw1_p1.0_rho1.004_tau0.1_seed11_fixs0_20251111-235439,PPO,11,0.99,700,1,1,1,0.1,1.0,True,0.16393567365519282,0.04162667836449646,0.04684960750526698,0.0,-2.4991899054173006,2.4991899054173006,0.03917666425653913,-187.87347830882146,-1.1252512,0,0
/home/aida-conv/conv_a_star/publ2025-code-converse/final/runs_Nudex_1/PPO_K1_rv1_rw1_p1.0_rho1.004_tau0.1_seed19_fixs0_20251112-162801,PPO,19,0.99,700,1,1,1,0.1,1.0,True,0.168353398315379,0.029772267401529617,0.07007707262420515,0.0,-1.4024034111440384,1.4024034111440384,-0.04719641965700764,-193.3582760949087,-0.5922211500000001,0,0
/home/aida-conv/conv_a_star/publ2025-code-converse/final/runs_Nudex_1/PPO_K1_rv1_rw1_p1.0_rho1.004_tau0.1_seed7_fixs0_20251110-190241,PPO,7,0.99,700,1,1,1,0.1,1.0,True,0.17147945665237468,0.11741234276938667,0.07056476842324742,0.0,-1.4301001829105573,1.4301001829105573,0.08686100487737067,-42.195949989151984,-1.57246805,0,0
/home/aida-conv/conv_a_star/publ2025-code-converse/final/runs_Nudex_1/PPO_K1_rv1_rw1_p1.0_rho1.005_tau0.1_seed11_fixs0_20251112-001312,PPO,11,0.99,700,1,1,1,0.1,1.0,True,0.10698698668850305,0.040220489110828754,0.0702136075580977,1.401868266681942e-17,-0.523735788678534,0.523735788678534,0.028601517214899518,-1998.9464465930598,-0.8561369000000001,0,0
/home/aida-conv/conv_a_star/publ2025-code-converse/final/runs_Nudex_1/PPO_K1_rv1_rw1_p1.0_rho1.005_tau0.1_seed19_fixs0_20251112-164637,PPO,19,0.99,700,1,1,1,0.1,1.0,True,0.1494729588714363,0.029388523115299083,0.09344107357059811,0.0,-0.5996494171110318,0.5996494171110318,-0.016421793058041995,-112.52462684323302,-0.7775514500001819,0,0
/home/aida-conv/conv_a_star/publ2025-code-converse/final/runs_Nudex_1/PPO_K1_rv1_rw1_p1.0_rho1.005_tau0.1_seed7_fixs0_20251110-192031,PPO,7,0.99,700,1,1,1,0.1,1.0,True,0.13775356235606523,0.07310040084453653,0.09392876922038211,1.401868266681942e-17,-0.4665747619119591,0.4665747619119591,0.05095736650713431,-1362.9109121989493,-1.7897655499999998,0,0
/home/aida-conv/conv_a_star/publ2025-code-converse/final/runs_Nudex_1/PPO_K2_rv1_rw1_p0.5_rho1.001_tau0.1_seed11_fixs0_20251113-022834,PPO,11,0.99,700,2,1,1,0.1,0.5,True,0.2509460454920945,0.03995390888572949,0.06657014373893794,0.0,-2.769648545092627,2.769648545092627,-0.02941354589545976,-8.984918021291513,-1.0574453,0,0
/home/aida-conv/conv_a_star/publ2025-code-converse/final/runs_Nudex_1/PPO_K2_rv1_rw1_p0.5_rho1.001_tau0.1_seed7_fixs0_20251113-021835,PPO,7,0.99,700,2,1,1,0.1,0.5,True,0.9544100218300371,0.14552963872597074,0.10502646332351868,1.401868266681942e-17,-8.08732896098878,8.08732896098878,0.16657146113407978,-9.236244335739931,-1.21570065,0,0
/home/aida-conv/conv_a_star/publ2025-code-converse/final/runs_Nudex_1/PPO_K2_rv1_rw1_p1.0_rho1.004_tau0.1_seed11_fixs0_20251113-023145,PPO,11,0.99,700,2,1,1,0.1,1.0,True,1.2217692348903173,0.21556403418691333,0.10419014181061768,1.401868266681942e-17,-10.726341990311127,10.726341990311127,0.34253263350190116,-4223.207904337583,-24.40950815,0,0
/home/aida-conv/conv_a_star/publ2025-code-converse/final/runs_Nudex_1/PPO_K2_rv1_rw1_p1.0_rho1.004_tau0.1_seed7_fixs0_20251113-021835,PPO,7,0.99,700,2,1,1,0.1,1.0,True,2.7533428012562235,0.19672757171808894,0.14264646246560722,2.803736533363884e-17,-18.301865280536266,18.301865280536266,1.5358625753554744,-1712.2343931306295,-5.97891965,0,0
/home/aida-conv/conv_a_star/publ2025-code-converse/final/runs_Nudex_1/PPO_K2_rv1_rw1_p1.0_rho1.005_tau0.1_seed11_fixs0_20251113-023508,PPO,11,0.99,700,2,1,1,0.1,1.0,True,0.7503333003705857,0.21804805866926644,0.1509181421632331,2.803736533363884e-17,-3.971789936023892,3.971789936023892,0.22569622731978092,-3690.5242785505416,-10.2810971,0,0
/home/aida-conv/conv_a_star/publ2025-code-converse/final/runs_Nudex_1/PPO_K2_rv1_rw1_p1.0_rho1.005_tau0.1_seed7_fixs0_20251113-022508,PPO,7,0.99,700,2,1,1,0.1,1.0,True,0.6002860360739397,0.11248868499742819,0.18937446164948987,2.803736533363884e-17,-2.1698362643269156,2.1698362643269156,0.036460533157004295,-6972.586604858212,-11.91445475,0,0
/home/aida-conv/conv_a_star/publ2025-code-converse/final/runs_Nudex_1/PPO_K3_rv1_rw1_p0.5_rho1.001_tau0.1_seed11_fixs0_20251113-025206,PPO,11,0.99,700,3,1,1,0.1,0.5,True,0.5614492630645632,0.06995560403973423,0.11058780057801364,1.401868266681942e-17,-4.076954782806188,4.076954782806188,-0.014443518543258626,-23.815561181466414,-9.0240515,0,0
/home/aida-conv/conv_a_star/publ2025-code-converse/final/runs_Nudex_1/PPO_K3_rv1_rw1_p0.5_rho1.001_tau0.1_seed7_fixs0_20251113-024005,PPO,7,0.99,700,3,1,1,0.1,0.5,True,25.05437287352225,4.030239296819255,0.1713628769020402,5.607473066727768e-17,-145.20653741617926,145.20653741617926,5.714615514413209,-2762.1842708414915,-18778.73223105,0,0
/home/aida-conv/conv_a_star/publ2025-code-converse/final/runs_Nudex_1/PPO_K3_rv1_rw1_p1.0_rho1.004_tau0.1_seed11_fixs0_20251113-025521,PPO,11,0.99,700,3,1,1,0.1,1.0,True,5.712224995380395,0.3866952916616415,0.1670178132498316,0.0,-33.2012919713889,33.2012919713889,1.7421959961320725,-5415.994019095098,-161.97391090000002,0,0
/home/aida-conv/conv_a_star/publ2025-code-converse/final/runs_Nudex_1/PPO_K3_rv1_rw1_p1.0_rho1.004_tau0.1_seed7_fixs0_20251113-024322,PPO,7,0.99,700,3,1,1,0.1,1.0,True,20.175829309301196,0.8228873396950337,0.22779288093508243,0.0,-87.5709387689381,87.5709387689381,9.02186067354173,-6710.7447658213605,-282.73177969999995,0,0
/home/aida-conv/conv_a_star/publ2025-code-converse/final/runs_Nudex_1/PPO_K3_rv1_rw1_p1.0_rho1.005_tau0.1_seed11_fixs0_20251113-025857,PPO,11,0.99,700,3,1,1,0.1,1.0,True,2.8465512280871126,0.45614657887255233,0.23710976054607613,0.0,-11.005204769012277,11.005204769012277,1.0707456278817604,-13775.758077877786,-221.13483334999995,0,0
/home/aida-conv/conv_a_star/publ2025-code-converse/final/runs_Nudex_1/PPO_K3_rv1_rw1_p1.0_rho1.005_tau0.1_seed7_fixs0_20251113-024654,PPO,7,0.99,700,3,1,1,0.1,1.0,True,11.724644766392055,1.1771228639588034,0.2978848665342409,0.0,-38.35965228043682,38.35965228043682,6.235308144495563,-14707.638195784904,-187.3979915,0,0
/home/aida-conv/conv_a_star/publ2025-code-converse/final/runs_Nudex_1/SAC_K1_rv1_rw1_p0.5_rho1.001_tau0.1_seed11_fixs0_20251112-003124,SAC,11,0.99,700,1,1,1,0.1,0.5,True,0.18300301151160955,0.019697860534314212,0.028039606893614007,3.504670666704855e-18,-5.526589770175711,5.526589770175711,0.0231305551652104,-4.9702689545586,-6.755664,0,0
